Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Bwd Packet Length Max,Bwd Packet Length Min,Label
0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
661,2,0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
987,2,0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
3444,2,0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
11859088,4,3,142.0,0.0,142.0,0.0,0.0,0.0,BENIGN
209636,3,3,109.0,242.0,109.0,0.0,242.0,0.0,BENIGN
216066,3,6,108.0,16960.0,108.0,0.0,5560.0,0.0,BENIGN
1686,12,0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
221361,3,3,109.0,242.0,109.0,0.0,242.0,0.0,BENIGN
310085,3,6,108.0,17106.0,108.0,0.0,7012.0,0.0,BENIGN
54,13,0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
208443,3,3,107.0,318.0,107.0,0.0,318.0,0.0,BENIGN
161550,3,3,107.0,318.0,107.0,0.0,318.0,0.0,BENIGN
21027898,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21035075,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
21034756,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21044305,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
2751095,10,8,746.0,4168.0,517.0,0.0,3910.0,0.0,BENIGN
21039514,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21053852,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
21050689,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21046650,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21040116,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
404560,17,11,746.0,17025.0,517.0,0.0,4361.0,0.0,BENIGN
0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21050100,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21036339,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
21045742,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21040334,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21049851,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21043221,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21046947,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
21037856,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21048082,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21044775,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21038861,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21045461,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
21047312,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21043961,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21038864,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21048685,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21044102,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
21041189,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21035900,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21044753,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21038946,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21037493,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
21033437,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21041953,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21037413,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
118620,3,10,110.0,30523.0,110.0,0.0,4356.0,0.0,BENIGN
3559,17,0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
21032553,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21036709,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
21040940,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21034322,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21029870,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21039687,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21033040,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
21017278,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21026732,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21020104,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21029670,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21030337,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
21023755,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21019791,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21027532,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21023925,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21026046,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
21031150,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21042126,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21019426,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21027947,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21023262,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
21037728,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21047233,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21040975,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21021878,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21019683,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
21027558,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21024282,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21034083,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21028467,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21042490,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
21032097,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21043660,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21039127,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21040469,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
21030755,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21042076,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21035862,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21035094,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
21043710,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21055604,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21049575,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21056328,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21044868,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
21053069,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21048528,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21058134,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21052614,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21060321,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
21050604,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21067456,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21051863,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21060097,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21057431,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
21056530,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21050884,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21059434,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21036760,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21035554,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
21029463,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21042576,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
106354,11,6,108.0,14520.0,108.0,0.0,4356.0,0.0,BENIGN
0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
21054388,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21047383,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21045670,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
21041823,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
21053119,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21048308,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21058511,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21061970,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
21049670,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21048922,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21055664,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21053322,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21063180,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
21060021,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21055109,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21048951,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21058217,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21054324,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
21052524,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21045149,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21055942,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21051102,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21053045,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
21042922,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21058182,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21053162,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21045555,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21049049,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
21042119,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21055999,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
21050548,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
42052103,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
42037493,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
42002258,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
41950059,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
41898991,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
41847114,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
41839633,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
41796553,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
41745690,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
41692255,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
41644337,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
41639576,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
41593860,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
41538780,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
41488735,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
41436116,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
41436164,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
41389232,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
41338173,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
41288531,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
41238015,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
41236491,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
41185686,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
41135226,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
41084241,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
41029655,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
41029655,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
40979813,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
40928230,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
40870847,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
40829554,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
40827851,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
40777695,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
40724680,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
40672644,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
40624580,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
40630333,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
40573535,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
40521017,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
40467938,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
40426209,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
40420842,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
40367955,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
40317693,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
40266396,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
40226470,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
40213607,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
40165233,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
40113956,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
40059353,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
40026156,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
40012900,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
39956776,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
39909978,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
39857632,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
39823876,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
39807881,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
39755489,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
39706832,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
39653751,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
39623110,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
39600902,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
39600118,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
39546674,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
39496603,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
39466843,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
39446929,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
39395709,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
39340791,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
39292041,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
39266154,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
39239197,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
39188416,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
39138096,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
39086970,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
39067368,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
39037572,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
39069712,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
39021421,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
38969881,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
38949609,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
38913949,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
38866988,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
38815914,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
38756265,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
38751749,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
38715357,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
38664870,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
38611530,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
38559456,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
38549644,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
38508714,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
38460815,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
38408755,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
38355786,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
38349178,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
38306397,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
38253797,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
38201632,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
38151834,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
38146436,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
38096406,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
38048000,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
37998826,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
37948644,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
37948554,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
37895746,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
37844306,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
37793042,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
37743475,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
37746805,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
37691753,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
37641494,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
37591392,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
37545344,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
37540518,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
37490914,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
37439506,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
37386556,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
37346706,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
37335839,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
37286754,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
37234756,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
37185234,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
37360997,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
37351396,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
37300370,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
37248233,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
37197828,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
37148268,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
37137830,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
37093433,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
37044563,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
36994215,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
36955433,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
36943653,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
36893474,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
36841415,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
36790170,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
36756744,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
36739937,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
36687419,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
36639340,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
36588474,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
36555360,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
36535345,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
36485296,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
36435946,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
36385972,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
36355082,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
36334672,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
36283337,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
36231188,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
36180775,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
36151334,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
36130051,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
36078001,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
36023180,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
35971630,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
35951914,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
35922181,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
35870971,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
35819892,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
35769830,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
35751388,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
35716491,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
35665522,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
35615198,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
35558397,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
35549392,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
35509720,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
35457021,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
35408625,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
35356997,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
35345449,1,1,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
35305233,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
35254357,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
35203736,1,1,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
